,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
9044,218,1966,5,28,5/28/66,16:00:00,3,TX,48,47,1,0,0,2,0,33.83,-101.85,0,0,0.8,27,1,1,1,189,0,0,0,0
9045,219,1966,5,28,5/28/66,17:00:00,3,TX,48,48,2,0,0,3,0,34.57,-102.4,0,0,1.5,67,1,1,1,69,0,0,0,0
9093,267,1966,6,10,6/10/66,19:30:00,3,TX,48,49,2,0,0,0,0,34.35,-101.73,34.58,-101.15,36.9,100,1,1,1,437,0,0,0,0
9094,268,1966,6,10,6/10/66,19:30:00,3,TX,48,50,1,0,0,0,0,34.35,-101.73,0,0,2,33,1,1,1,437,0,0,0,0
9095,269,1966,6,10,6/10/66,19:30:00,3,TX,48,51,0,0,0,0,0,34.65,-101.5,0,0,2,33,1,1,1,437,0,0,0,0
9106,280,1966,6,12,6/12/66,18:45:00,3,TX,48,52,3,0,0,0,0,33.3,-97,33.33,-96.97,3.6,133,1,1,1,121,0,0,0,0
9108,282,1966,6,14,6/14/66,16:00:00,3,TX,48,53,1,0,0,0,0,35.87,-101.73,0,0,1,17,1,1,1,341,0,0,0,0
9109,283,1966,6,14,6/14/66,21:40:00,3,TX,48,54,2,0,0,0,0,35.53,-100.95,0,0,1,27,1,1,1,179,0,0,0,0
9121,295,1966,6,16,6/16/66,19:50:00,3,TX,48,55,0,0,0,0,0,34.1,-102,0,0,1,30,1,1,1,189,0,0,0,0
9122,296,1966,6,17,6/17/66,16:10:00,3,TX,48,56,0,0,0,0,0,35.72,-101.47,0,0,1,23,1,1,1,233,0,0,0,0
9123,297,1966,6,17,6/17/66,20:45:00,3,TX,48,57,0,0,0,0,0,34.18,-102.05,0,0,2,23,1,1,1,189,0,0,0,0
9124,298,1966,6,17,6/17/66,22:00:00,3,TX,48,58,0,0,0,0,0,33.25,-102.33,0,0,0.8,23,1,1,1,445,0,0,0,0
9125,299,1966,6,17,6/17/66,22:00:00,3,TX,48,59,0,0,0,0,0,33.67,-102.1,0,0,1,17,1,1,1,279,0,0,0,0
9126,300,1966,6,17,6/17/66,23:41:00,3,TX,48,60,0,0,0,0,0,33.67,-102.17,0,0,1,17,1,1,1,219,0,0,0,0
9127,301,1966,6,18,6/18/66,12:20:00,3,TX,48,61,2,0,0,0,0,29.8,-95.4,29.85,-95.35,4.9,27,1,1,1,201,0,0,0,0
9134,308,1966,6,20,6/20/66,22:33:00,3,TX,48,62,0,0,0,0,0,36.32,-102.82,0,0,1,20,1,1,1,111,0,0,0,0
9159,333,1966,6,25,6/25/66,17:32:00,3,TX,48,63,0,0,0,0,0,36.22,-102.72,0,0,2,33,1,1,1,111,0,0,0,0
9205,379,1966,7,10,7/10/66,14:00:00,3,TX,48,64,0,0,0,0,0,34.18,-101.45,0,0,1,23,1,1,1,153,0,0,0,0
9232,406,1966,7,19,7/19/66,13:56:00,3,TX,48,65,0,0,0,0,0,36.22,-100.53,0,0,1,10,1,1,1,295,0,0,0,0
9233,407,1966,7,19,7/19/66,13:56:00,3,TX,48,66,0,0,0,0,0,36.45,-100.42,0,0,1.5,17,1,1,1,295,0,0,0,0
9282,456,1966,8,6,8/6/66,19:45:00,3,TX,48,67,0,0,0,0,0,33.95,-101.97,0,0,1,33,1,1,1,189,0,0,0,0
9291,465,1966,8,9,8/9/66,19:45:00,3,TX,48,68,0,0,0,0,0,35.97,-101.58,35.97,-101.53,2.7,27,1,1,1,233,0,0,0,0
9292,466,1966,8,9,8/9/66,21:30:00,3,TX,48,69,0,0,0,0,0,36,-102.58,0,0,1,33,1,1,1,205,0,0,0,0
9301,475,1966,8,12,8/12/66,10:15:00,3,TX,48,70,2,0,0,0,0,31.33,-93.75,0,0,2,50,1,1,1,403,0,0,0,0
9305,479,1966,8,13,8/13/66,14:00:00,3,TX,48,71,1,0,0,4,0,33.1,-96.1,0,0,1,23,1,1,1,231,0,0,0,0
9313,487,1966,8,18,8/18/66,16:00:00,3,TX,48,72,1,0,0,0,0,35.05,-100.25,0,0,2,33,1,1,1,87,0,0,0,0
9314,488,1966,8,18,8/18/66,16:00:00,3,TX,48,73,0,0,0,0,0,35.05,-100.25,0,0,1,23,1,1,1,87,0,0,0,0
9325,499,1966,8,30,8/30/66,20:00:00,3,TX,48,74,1,1,0,0,0,32.8,-98.1,0,0,0.8,33,1,1,1,363,0,0,0,0
9330,504,1966,9,2,9/2/66,14:39:00,3,TX,48,75,1,0,0,2,0,30.1,-93.73,0,0,1,27,1,1,1,361,0,0,0,0
9340,514,1966,9,14,9/14/66,18:00:00,3,TX,48,76,1,0,0,0,0,32.4,-97.8,0,0,2,33,1,1,1,221,0,0,0,0
9342,516,1966,9,17,9/17/66,12:45:00,3,TX,48,77,1,0,0,0,0,35.23,-101.85,0,0,1,13,1,1,1,375,0,0,0,0
9452,41,1967,2,9,2/9/67,14:00:00,3,TX,48,1,0,0,0,2,0,30.78,-103,0,0,0.1,17,1,1,1,371,0,0,0,0
9456,45,1967,2,20,2/20/67,3:15:00,3,TX,48,2,2,0,0,5,0,30.82,-94.43,0,0,0.5,100,1,1,1,457,0,0,0,0
9482,71,1967,3,19,3/19/67,18:00:00,3,TX,48,3,2,0,0,3,0,34.53,-102.72,0,0,0.6,33,1,1,1,369,0,0,0,0
9483,72,1967,3,19,3/19/67,18:00:00,3,TX,48,4,1,0,0,3,0,33.58,-101.83,0,0,0.5,33,1,1,1,303,0,0,0,0
9484,73,1967,3,19,3/19/67,18:00:00,3,TX,48,5,0,0,0,0,0,34.83,-102.98,0,0,0.5,10,1,1,1,117,0,0,0,0
9485,74,1967,3,19,3/19/67,18:00:00,3,TX,48,6,0,0,0,0,0,34.83,-102.98,0,0,0.5,10,1,1,1,117,0,0,0,0
9486,75,1967,3,20,3/20/67,10:00:00,3,TX,48,7,0,0,0,3,0,30.42,-94.15,0,0,0.1,50,1,1,1,199,0,0,0,0
9487,76,1967,3,20,3/20/67,19:00:00,3,TX,48,8,0,0,0,3,0,29.42,-97.15,0,0,1,33,1,1,1,285,0,0,0,0
9489,78,1967,3,25,3/25/67,21:00:00,3,TX,48,9,2,0,0,3,0,33.4,-96.23,0,0,2,67,1,1,1,147,0,0,0,0
9490,79,1967,3,25,3/25/67,21:00:00,3,TX,48,10,0,0,0,0,0,33.17,-96.6,0,0,1,17,1,1,1,85,0,0,0,0
9491,80,1967,3,25,3/25/67,21:00:00,3,TX,48,11,0,0,0,0,0,33.17,-96.62,0,0,1,17,1,1,1,85,0,0,0,0
9493,82,1967,3,26,3/26/67,5:00:00,3,TX,48,12,0,0,0,0,0,32.77,-96.98,0,0,0.3,33,1,1,1,113,0,0,0,0
9494,83,1967,3,26,3/26/67,19:00:00,3,TX,48,13,1,0,0,0,0,31.7,-98.62,0,0,0.1,10,1,1,1,333,0,0,0,0
9503,92,1967,4,9,4/9/67,15:00:00,3,TX,48,14,2,0,0,0,0,34.2,-99.27,0,0,0.3,300,1,1,1,487,0,0,0,0
9512,101,1967,4,12,4/12/67,13:30:00,3,TX,48,15,2,0,0,0,0,33.83,-100.1,0,0,2,50,1,1,1,101,0,0,0,0
9515,104,1967,4,12,4/12/67,19:00:00,3,TX,48,16,2,0,0,0,0,33.92,-102.33,33.97,-102.27,5.2,33,1,1,1,279,0,0,0,0
9516,105,1967,4,12,4/12/67,21:00:00,3,TX,48,17,2,0,0,0,0,32.72,-100.25,0,0,0.2,40,1,1,1,151,0,0,0,0
9517,106,1967,4,12,4/12/67,22:00:00,3,TX,48,18,0,0,0,0,0,32.53,-100.9,0,0,0.5,37,1,1,1,335,415,0,0,0
9518,107,1967,4,12,4/12/67,22:00:00,3,TX,48,19,2,0,0,3,0,31.75,-99.95,0,0,0.1,67,1,1,1,399,0,0,0,0
9519,108,1967,4,12,4/12/67,22:40:00,3,TX,48,20,2,0,0,0,0,32.85,-100.47,0,0,0.3,200,1,1,1,151,0,0,0,0
9520,109,1967,4,13,4/13/67,2:30:00,3,TX,48,21,2,0,0,3,0,31.07,-97.45,31.12,-97.38,5.4,90,1,1,1,27,0,0,0,0
9521,110,1967,4,13,4/13/67,2:35:00,3,TX,48,22,0,0,0,0,0,31.07,-97.45,0,0,0.5,33,1,1,1,27,0,0,0,0
9522,111,1967,4,13,4/13/67,7:00:00,3,TX,48,23,2,0,0,4,0,32.2,-95.3,32.33,-95.1,14.9,40,1,1,1,423,0,0,0,0
9523,112,1967,4,13,4/13/67,9:00:00,3,TX,48,24,2,0,0,3,0,32.5,-95.95,32.5,-95.85,6.1,100,1,1,1,467,0,0,0,0
9532,121,1967,4,13,4/13/67,16:00:00,3,TX,48,25,1,0,0,2,0,30.7,-94.13,30.72,-94.07,4.3,440,1,1,1,457,0,0,0,0
9534,123,1967,4,13,4/13/67,17:00:00,3,TX,48,26,2,0,0,4,0,31.72,-95.87,31.62,-95.78,8.6,300,1,1,1,289,0,0,0,0
9563,152,1967,4,20,4/20/67,12:30:00,3,TX,48,27,0,0,0,0,0,33.48,-99.63,0,0,1,100,1,1,1,275,0,0,0,0
9565,154,1967,4,20,4/20/67,18:45:00,3,TX,48,28,1,0,0,3,0,32.97,-97.68,0,0,0.3,100,1,1,1,367,0,0,0,0
9566,155,1967,4,20,4/20/67,20:40:00,3,TX,48,29,1,0,0,0,0,32.88,-97.55,0,0,0.5,33,1,1,1,439,0,0,0,0
9628,216,1967,4,26,4/26/67,20:00:00,3,TX,48,30,2,0,0,4,0,26.2,-98.47,26.38,-97.85,40.2,67,1,1,1,215,0,0,0,0
9651,239,1967,5,1,5/1/67,6:00:00,3,TX,48,31,2,0,0,3,0,30.92,-96.08,0,0,0.6,33,1,1,1,313,0,0,0,0
9653,241,1967,5,1,5/1/67,7:30:00,3,TX,48,32,2,0,0,3,0,32.95,-94.92,0,0,1,50,1,1,1,63,0,0,0,0
9654,242,1967,5,1,5/1/67,10:00:00,3,TX,48,33,1,0,0,0,0,33.17,-94.97,0,0,0.1,10,1,1,1,449,0,0,0,0
9655,243,1967,5,1,5/1/67,10:00:00,3,TX,48,34,2,0,0,4,0,32.17,-96.45,0,0,2,33,1,1,1,349,0,0,0,0
9656,244,1967,5,1,5/1/67,11:00:00,3,TX,48,35,0,0,0,0,0,32.88,-94.55,0,0,0.5,300,1,1,1,67,0,0,0,0
9659,247,1967,5,1,5/1/67,14:00:00,3,TX,48,36,2,2,0,4,0,30.8,-95.12,30.82,-94.98,8,67,1,1,1,373,0,0,0,0
9661,249,1967,5,1,5/1/67,17:45:00,3,TX,48,37,2,0,0,4,0,30.07,-94.88,0,0,1.5,33,1,1,1,291,0,0,0,0
9663,251,1967,5,1,5/1/67,20:45:00,3,TX,48,38,2,0,0,3,0,29.65,-97.97,0,0,0.5,20,1,1,1,187,0,0,0,0
9668,256,1967,5,3,5/3/67,15:45:00,3,TX,48,39,1,0,0,3,0,28.1,-97.52,0,0,0.2,33,1,1,1,409,0,0,0,0
9669,257,1967,5,3,5/3/67,16:00:00,3,TX,48,40,1,0,0,0,0,27.93,-97.37,0,0,0.5,33,1,1,1,409,0,0,0,0
9671,259,1967,5,5,5/5/67,13:50:00,3,TX,48,41,0,0,0,2,0,34.85,-101.78,0,0,0.1,33,1,1,1,381,0,0,0,0
9672,260,1967,5,5,5/5/67,15:45:00,3,TX,48,42,0,0,0,0,0,35.53,-101.53,0,0,0.5,17,1,1,1,65,0,0,0,0
9673,261,1967,5,5,5/5/67,16:35:00,3,TX,48,44,2,0,0,4,0,35.22,-101.5,35.33,-101.25,16.2,100,1,1,1,65,0,0,0,0
9674,262,1967,5,5,5/5/67,16:35:00,3,TX,48,45,0,0,0,2,0,35.22,-101.5,0,0,0.1,10,1,1,1,65,0,0,0,0
9675,263,1967,5,5,5/5/67,16:45:00,3,TX,48,43,1,0,0,3,0,35.38,-100.97,0,0,0.1,33,1,1,1,179,0,0,0,0
9676,264,1967,5,5,5/5/67,16:45:00,3,TX,48,46,2,0,0,2,0,36.03,-102,36.03,-101.97,2.3,67,1,1,1,341,0,0,0,0
9699,287,1967,5,8,5/8/67,15:03:00,3,TX,48,47,1,0,0,2,0,29.82,-97.4,0,0,0.5,33,1,1,1,55,0,0,0,0
9700,288,1967,5,8,5/8/67,17:00:00,3,TX,48,48,2,0,0,3,0,28.97,-98.03,29.02,-97.9,8.9,440,1,1,1,255,0,0,0,0
9709,297,1967,5,14,5/14/67,17:00:00,3,TX,48,49,0,0,0,0,0,29.78,-96.5,29.8,-96.48,2.3,33,1,1,1,89,0,0,0,0
9710,298,1967,5,14,5/14/67,17:00:00,3,TX,48,50,0,0,0,0,0,29.78,-96.5,29.8,-96.48,2.3,33,1,1,1,89,0,0,0,0
9726,314,1967,5,20,5/20/67,11:40:00,3,TX,48,51,0,0,0,0,0,33.75,-98.12,0,0,0.5,33,1,1,1,77,0,0,0,0
9735,323,1967,5,26,5/26/67,20:45:00,3,TX,48,52,0,0,0,3,0,33.17,-100.85,0,0,0.1,10,1,1,1,263,0,0,0,0
9741,329,1967,5,29,5/29/67,14:35:00,3,TX,48,53,0,0,0,0,0,33.45,-94.42,0,0,1,17,1,1,1,37,0,0,0,0
9745,333,1967,5,29,5/29/67,18:38:00,3,TX,48,54,0,0,0,0,0,32.6,-100.07,0,0,0.5,13,1,1,1,253,0,0,0,0
9746,334,1967,5,29,5/29/67,20:00:00,3,TX,48,55,3,0,0,3,0,28.4,-98.18,0,0,1,33,1,1,1,297,0,0,0,0
9750,338,1967,5,30,5/30/67,17:50:00,3,TX,48,56,0,0,0,0,0,33.03,-97.17,0,0,0.6,20,1,1,1,121,0,0,0,0
9753,341,1967,5,30,5/30/67,18:50:00,3,TX,48,58,1,0,0,3,0,34.12,-98.73,34.23,-98.62,10.4,33,1,1,1,485,0,0,0,0
9754,342,1967,5,30,5/30/67,19:00:00,3,TX,48,59,2,0,0,4,0,34.12,-98.73,34.13,-98.72,1.9,33,1,1,1,485,0,0,0,0
9755,343,1967,5,30,5/30/67,19:00:00,3,TX,48,60,0,0,0,0,0,35.5,-102.3,0,0,1,17,1,1,1,359,0,0,0,0
9756,344,1967,5,30,5/30/67,20:20:00,3,TX,48,61,0,0,0,0,0,32.45,-98.32,0,0,0.5,17,1,1,1,143,0,0,0,0
9758,346,1967,5,30,5/30/67,21:00:00,3,TX,48,62,0,0,0,0,0,32.43,-98.68,0,0,0.5,33,1,1,1,133,0,0,0,0
9759,347,1967,5,30,5/30/67,21:00:00,3,TX,48,63,0,0,0,0,0,32.43,-98.68,0,0,0.5,33,1,1,1,133,0,0,0,0
9760,348,1967,5,30,5/30/67,23:00:00,3,TX,48,64,1,0,0,0,0,33.37,-97.38,0,0,0.5,33,1,1,1,497,0,0,0,0
9767,355,1967,6,1,6/1/67,6:30:00,3,TX,48,65,2,1,0,0,0,33.6,-101.85,0,0,2,67,1,1,1,303,219,0,0,0
9768,356,1967,6,1,6/1/67,15:00:00,3,TX,48,66,2,0,0,0,0,34.93,-102.4,34.93,-102.32,4.7,10,1,1,1,117,0,0,0,0
9770,358,1967,6,1,6/1/67,18:00:00,3,TX,48,67,0,0,0,0,0,34.1,-101.98,0,0,0.5,17,1,1,1,189,0,0,0,0
9771,359,1967,6,1,6/1/67,18:00:00,3,TX,48,68,0,0,0,0,0,34.1,-101.98,0,0,0.5,17,1,1,1,189,0,0,0,0
9772,360,1967,6,1,6/1/67,20:30:00,3,TX,48,69,2,0,0,3,0,33.75,-101.85,0,0,0.1,67,1,1,1,303,0,0,0,0
9776,364,1967,6,4,6/4/67,19:10:00,3,TX,48,70,0,0,0,0,0,34.17,-102.08,0,0,0.5,17,1,1,1,189,0,0,0,0
9777,365,1967,6,4,6/4/67,21:05:00,3,TX,48,71,1,0,0,0,0,34.18,-101.7,0,0,1,33,1,1,1,189,0,0,0,0
9778,366,1967,6,4,6/4/67,21:05:00,3,TX,48,72,0,0,0,0,0,34.18,-101.7,0,0,1,33,1,1,1,189,0,0,0,0
9779,367,1967,6,4,6/4/67,21:05:00,3,TX,48,73,0,0,0,0,0,34.18,-101.7,0,0,1,33,1,1,1,189,0,0,0,0
9780,368,1967,6,4,6/4/67,21:50:00,3,TX,48,74,0,0,0,0,0,33.17,-102.23,0,0,1.5,33,1,1,1,445,0,0,0,0
9818,406,1967,6,9,6/9/67,17:00:00,3,TX,48,75,1,0,0,3,0,36.1,-100.03,0,0,2,37,1,1,1,295,0,0,0,0
9861,449,1967,6,11,6/11/67,17:00:00,3,TX,48,76,2,0,0,4,0,31.67,-97.3,0,0,1,100,1,1,1,309,0,0,0,0
9865,453,1967,6,11,6/11/67,18:30:00,3,TX,48,77,2,0,0,3,0,31.97,-96.65,0,0,0.1,50,1,1,1,349,0,0,0,0
9881,469,1967,6,13,6/13/67,17:00:00,3,TX,48,78,1,0,0,0,0,33.17,-102.52,33.17,-102.45,4.3,1760,1,1,1,445,0,0,0,0
9920,508,1967,6,15,6/15/67,8:15:00,3,TX,48,79,1,0,0,0,0,36.03,-101.82,36.5,-101.3,43.2,33,1,1,1,341,421,195,0,0
9926,514,1967,6,15,6/15/67,20:00:00,3,TX,48,80,2,0,0,3,0,35.12,-101.78,0,0,0.1,33,1,1,1,381,0,0,0,0
9927,515,1967,6,15,6/15/67,22:00:00,3,TX,48,81,0,0,0,0,0,34.73,-101.85,0,0,0.1,33,1,1,1,437,0,0,0,0
9952,540,1967,6,23,6/23/67,17:00:00,3,TX,48,82,0,0,0,0,0,35.87,-102.02,0,0,0.1,33,1,1,1,341,0,0,0,0
9961,549,1967,6,28,6/28/67,16:00:00,3,TX,48,83,1,0,0,3,0,36.18,-101.28,0,0,1,100,1,1,1,195,0,0,0,0
9965,553,1967,6,28,6/28/67,18:45:00,3,TX,48,84,0,0,0,0,0,35.25,-102.42,0,0,0.1,10,1,1,1,359,0,0,0,0
9967,555,1967,6,29,6/29/67,17:30:00,3,TX,48,85,2,0,0,3,0,33.27,-97.22,0,0,1,33,1,1,1,121,0,0,0,0
9971,559,1967,6,30,6/30/67,17:30:00,3,TX,48,86,0,0,0,0,0,35.08,-102.03,0,0,0.1,33,1,1,1,381,0,0,0,0
9982,570,1967,7,2,7/2/67,22:00:00,3,TX,48,88,0,0,0,0,0,34.73,-102.05,0,0,0.2,33,1,1,1,69,0,0,0,0
9983,571,1967,7,2,7/2/67,22:20:00,3,TX,48,87,0,0,0,0,0,34.73,-102.05,0,0,0.1,33,1,1,1,69,0,0,0,0
9984,572,1967,7,2,7/2/67,22:20:00,3,TX,48,89,0,0,0,0,0,33.9,-102.28,0,0,0.1,33,1,1,1,279,0,0,0,0
9985,573,1967,7,2,7/2/67,23:34:00,3,TX,48,90,1,0,0,2,0,34.55,-101.77,0,0,0.3,100,1,1,1,437,0,0,0,0
9992,580,1967,7,3,7/3/67,16:00:00,3,TX,48,91,2,0,0,2,0,32.18,-95.3,0,0,0.1,100,1,1,1,423,0,0,0,0
9995,583,1967,7,3,7/3/67,19:30:00,3,TX,48,92,2,0,0,4,0,36.42,-100.75,0,0,1,50,1,1,1,357,0,0,0,0
9999,587,1967,7,3,7/3/67,21:30:00,3,TX,48,93,3,0,0,0,0,35.53,-100.45,35.5,-100.45,2.3,33,1,1,1,483,0,0,0,0
10000,588,1967,7,3,7/3/67,22:00:00,3,TX,48,94,2,0,0,0,0,35.85,-100.52,0,0,0.1,17,1,1,1,211,0,0,0,0
10007,595,1967,7,6,7/6/67,21:00:00,3,TX,48,95,0,0,0,0,0,32.52,-94.58,0,0,0.2,33,1,1,1,203,0,0,0,0
10029,617,1967,7,13,7/13/67,14:52:00,3,TX,48,96,2,0,0,4,0,30.1,-94.1,0,0,0.1,33,1,1,1,245,0,0,0,0
10081,669,1967,8,11,8/11/67,15:20:00,3,TX,48,97,0,0,0,0,0,27.75,-98.08,0,0,0.1,17,1,1,1,249,0,0,0,0
10082,670,1967,8,11,8/11/67,16:00:00,3,TX,48,98,1,0,0,3,0,27.75,-98.12,0,0,0.3,33,1,1,1,249,0,0,0,0
10085,673,1967,8,18,8/18/67,10:08:00,3,TX,48,99,3,0,0,0,0,29.42,-94.92,0,0,0.5,50,1,1,1,167,0,0,0,0
10089,677,1967,8,20,8/20/67,17:00:00,3,TX,48,100,1,0,0,0,0,26.13,-97.58,26.15,-97.5,5.4,1760,1,1,1,61,0,0,0,0
10090,678,1967,8,20,8/20/67,17:00:00,3,TX,48,101,1,0,0,0,0,26.08,-97.58,0,0,1,100,1,1,1,61,0,0,0,0
10096,684,1967,9,3,9/3/67,22:00:00,3,TX,48,102,0,0,0,0,0,34.62,-102.02,0,0,0.1,10,1,1,1,69,0,0,0,0
10097,685,1967,9,4,9/4/67,19:35:00,3,TX,48,103,0,0,0,0,0,30.72,-97.55,0,0,0.1,33,1,1,1,491,0,0,0,0
10103,691,1967,9,18,9/18/67,5:30:00,3,TX,48,104,0,0,0,0,0,28.82,-97.82,0,0,0.1,10,1,1,1,255,0,0,0,1
10105,693,1967,9,19,9/19/67,2:00:00,3,TX,48,105,0,0,0,0,0,26.3,-98.15,0,0,0.1,10,1,1,1,215,0,0,0,1
10106,695,1967,9,19,9/19/67,5:00:00,3,TX,48,107,1,0,0,2,0,29.43,-96.38,0,0,0.1,10,1,1,1,89,0,0,0,1
10107,694,1967,9,19,9/19/67,5:00:00,3,TX,48,106,1,0,0,2,0,29.43,-96.38,0,0,0.1,10,1,1,1,89,0,0,0,1
10109,699,1967,9,19,9/19/67,20:00:00,3,TX,48,110,1,0,0,2,0,30.05,-94.68,0,0,0.1,10,1,1,1,291,0,0,0,1
10110,698,1967,9,19,9/19/67,20:00:00,3,TX,48,109,1,0,0,4,0,30.03,-94.68,0,0,0.1,10,1,1,1,291,0,0,0,1
10111,697,1967,9,19,9/19/67,20:00:00,3,TX,48,108,0,0,0,3,0,29.4,-96.08,0,0,0.1,33,1,1,1,481,0,0,0,0
10112,700,1967,9,20,9/20/67,3:00:00,3,TX,48,111,1,1,0,4,0,28.82,-96.97,0,0,0.1,10,1,1,1,469,0,0,0,1
10113,701,1967,9,20,9/20/67,3:10:00,3,TX,48,112,2,1,0,3,0,28.42,-96.75,28.5,-96.52,15.4,10,1,1,1,57,0,0,0,0
10114,707,1967,9,20,9/20/67,4:00:00,3,TX,48,118,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10115,706,1967,9,20,9/20/67,4:00:00,3,TX,48,117,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10116,705,1967,9,20,9/20/67,4:00:00,3,TX,48,116,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10117,704,1967,9,20,9/20/67,4:00:00,3,TX,48,115,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10118,703,1967,9,20,9/20/67,4:00:00,3,TX,48,114,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10119,702,1967,9,20,9/20/67,4:00:00,3,TX,48,113,0,0,0,0,0,28.67,-97.42,0,0,0.1,10,1,1,1,175,0,0,0,1
10120,708,1967,9,20,9/20/67,4:20:00,3,TX,48,119,1,1,0,4,0,28.58,-96.62,0,0,0.1,10,1,1,1,57,0,0,0,1
10121,709,1967,9,20,9/20/67,5:00:00,3,TX,48,120,1,0,0,4,0,26.3,-98.15,0,0,0.1,10,1,1,1,89,0,0,0,1
10122,710,1967,9,20,9/20/67,5:00:00,3,TX,48,121,3,7,4,4,0,28.7,-96.22,0,0,1,100,1,1,1,321,0,0,0,0
10123,711,1967,9,20,9/20/67,5:28:00,3,TX,48,122,0,0,0,0,0,29.5,-98.52,0,0,0.1,10,1,1,1,29,0,0,0,1
10124,713,1967,9,20,9/20/67,5:30:00,3,TX,48,124,1,0,0,4,0,28.83,-96.5,0,0,0.1,10,1,1,1,239,0,0,0,1
10125,712,1967,9,20,9/20/67,5:30:00,3,TX,48,123,1,0,0,4,0,28.78,-96.33,0,0,0.1,10,1,1,1,239,0,0,0,1
10126,715,1967,9,20,9/20/67,7:00:00,3,TX,48,126,1,0,0,3,0,29.35,-95.92,0,0,0.1,10,1,1,1,157,0,0,0,1
10127,714,1967,9,20,9/20/67,7:00:00,3,TX,48,125,0,0,0,0,0,27.47,-97.78,0,0,0.1,10,1,1,1,273,0,0,0,1
10128,725,1967,9,20,9/20/67,8:00:00,3,TX,48,136,1,0,0,3,0,28.95,-96.75,0,0,0.1,10,1,1,1,239,0,0,0,1
10129,724,1967,9,20,9/20/67,8:00:00,3,TX,48,135,1,2,0,4,0,29.3,-96.1,0,0,0.1,10,1,1,1,481,0,0,0,1
10130,723,1967,9,20,9/20/67,8:00:00,3,TX,48,134,0,0,0,0,0,28.88,-96.8,0,0,0.1,10,1,1,1,469,0,0,0,1
10131,722,1967,9,20,9/20/67,8:00:00,3,TX,48,133,0,0,0,0,0,28.88,-96.8,0,0,0.1,10,1,1,1,469,0,0,0,1
10132,721,1967,9,20,9/20/67,8:00:00,3,TX,48,132,0,0,0,0,0,28.88,-96.8,0,0,0.1,10,1,1,1,469,0,0,0,1
10133,720,1967,9,20,9/20/67,8:00:00,3,TX,48,131,0,0,0,0,0,28.85,-96.33,0,0,0.1,10,1,1,1,239,0,0,0,1
10134,719,1967,9,20,9/20/67,8:00:00,3,TX,48,130,0,0,0,0,0,27.32,-97.48,0,0,0.1,10,1,1,1,273,0,0,0,1
10135,716,1967,9,20,9/20/67,8:00:00,3,TX,48,127,1,0,0,2,0,28.72,-96.18,0,0,1,33,1,1,1,321,0,0,0,0
10136,717,1967,9,20,9/20/67,8:00:00,3,TX,48,128,0,0,0,2,0,28.93,-96.2,0,0,0.1,10,1,1,1,321,0,0,0,0
10137,718,1967,9,20,9/20/67,8:00:00,3,TX,48,129,1,0,0,1,0,29.12,-96.4,0,0,0.1,10,1,1,1,481,0,0,0,0
10138,726,1967,9,20,9/20/67,8:00:00,3,TX,48,137,3,3,0,0,0,29.07,-96.52,0,0,0.1,10,1,1,1,239,0,0,0,0
10139,727,1967,9,20,9/20/67,8:20:00,3,TX,48,138,2,0,0,3,0,29.15,-95.43,29.27,-95.25,13.8,10,1,1,1,39,0,0,0,1
10140,728,1967,9,20,9/20/67,8:50:00,3,TX,48,139,0,0,0,0,0,28.95,-96.07,0,0,0.1,10,1,1,1,321,0,0,0,0
10141,729,1967,9,20,9/20/67,9:00:00,3,TX,48,140,1,1,0,4,0,28.85,-96.67,0,0,0.1,10,1,1,1,239,0,0,0,1
10142,730,1967,9,20,9/20/67,9:15:00,3,TX,48,141,1,3,0,4,0,29.5,-96.9,0,0,0.1,10,1,1,1,285,0,0,0,1
10143,731,1967,9,20,9/20/67,9:20:00,3,TX,48,142,1,1,1,4,0,29.37,-96.28,0,0,0.1,10,1,1,1,481,0,0,0,1
10144,734,1967,9,20,9/20/67,9:30:00,3,TX,48,145,1,0,0,2,0,28.85,-96.53,0,0,0.1,10,1,1,1,239,0,0,0,1
10145,733,1967,9,20,9/20/67,9:30:00,3,TX,48,144,1,0,0,2,0,28.85,-96.53,0,0,0.1,10,1,1,1,239,0,0,0,1
10146,732,1967,9,20,9/20/67,9:30:00,3,TX,48,143,1,0,0,2,0,28.85,-96.53,0,0,0.1,10,1,1,1,239,0,0,0,1
10147,735,1967,9,20,9/20/67,10:00:00,3,TX,48,146,1,1,0,3,0,30.28,-97.75,0,0,0.5,33,1,1,1,453,0,0,0,0
10148,736,1967,9,20,9/20/67,10:00:00,3,TX,48,147,0,0,0,3,0,30.08,-97.73,0,0,0.1,33,1,1,1,453,0,0,0,0
10149,737,1967,9,20,9/20/67,10:00:00,3,TX,48,148,0,0,0,3,0,30.12,-97.63,0,0,0.1,33,1,1,1,453,0,0,0,0
